                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.3425,                 0.5867,                 1.0198,                0.90571,                0.83953,                0.90566,                0.58382,                      0,                    inf,                      0,               0.009439,               0.009439,               0.009439
                     19,                 1.3331,                0.58181,                 1.0197,                0.90566,                0.84336,                0.90486,                0.58584,                      0,                    inf,                      0,               0.009406,               0.009406,               0.009406
                     20,                 1.3265,                0.57599,                 1.0136,                0.90661,                0.84478,                0.90744,                 0.5874,                      0,                    inf,                      0,               0.009373,               0.009373,               0.009373
                     21,                 1.3232,                0.57474,                 1.0155,                0.90562,                0.84622,                0.90818,                0.58835,                      0,                    inf,                      0,                0.00934,                0.00934,                0.00934
                     22,                 1.3192,                0.57146,                 1.0132,                0.90671,                0.84735,                0.90929,                0.58915,                      0,                    inf,                      0,               0.009307,               0.009307,               0.009307
                     23,                 1.3158,                0.56939,                 1.0113,                0.90773,                0.84787,                0.91144,                0.59074,                      0,                    inf,                      0,               0.009274,               0.009274,               0.009274
                     24,                 1.3127,                0.56602,                 1.0101,                0.90847,                0.84868,                0.91221,                0.59304,                      0,                    inf,                      0,               0.009241,               0.009241,               0.009241
                     25,                 1.3101,                0.56373,                 1.0093,                0.90846,                0.84879,                0.91094,                0.59311,                      0,                    inf,                      0,               0.009208,               0.009208,               0.009208
                     26,                 1.3061,                0.56109,                 1.0077,                0.90697,                0.85031,                0.91099,                0.59199,                      0,                    inf,                      0,               0.009175,               0.009175,               0.009175
                     27,                 1.3063,                0.55963,                 1.0072,                0.90741,                0.85111,                0.91286,                0.59483,                      0,                    inf,                      0,               0.009142,               0.009142,               0.009142
                     28,                 1.3017,                0.55734,                 1.0052,                0.90876,                0.85265,                0.91519,                 0.5966,                      0,                    inf,                      0,               0.009109,               0.009109,               0.009109
                     29,                 1.2977,                0.55541,                 1.0039,                0.90893,                0.85377,                 0.9151,                0.59676,                      0,                    inf,                      0,               0.009076,               0.009076,               0.009076
                     30,                 1.2934,                0.55239,                 1.0007,                0.91265,                0.85124,                0.91582,                0.59732,                      0,                    inf,                      0,               0.009043,               0.009043,               0.009043
                     31,                 1.2916,                0.55188,                 1.0001,                0.91118,                0.85499,                0.91425,                0.59687,                      0,                    inf,                      0,                0.00901,                0.00901,                0.00901
                     32,                 1.2921,                0.54987,                0.99965,                0.91277,                0.85649,                0.91707,                 0.5993,                      0,                    inf,                      0,               0.008977,               0.008977,               0.008977
                     33,                 1.2883,                0.54971,                 1.0001,                0.91542,                0.85235,                0.91697,                0.59931,                      0,                    inf,                      0,               0.008944,               0.008944,               0.008944
                     34,                 1.2861,                0.55095,                0.99367,                0.91457,                0.85744,                0.91644,                0.59935,                      0,                    inf,                      0,               0.008911,               0.008911,               0.008911
                     35,                 1.2952,                0.56177,                0.99501,                0.91294,                0.85761,                0.91819,                0.60085,                      0,                    inf,                      0,               0.008878,               0.008878,               0.008878
                     36,                 1.2952,                0.56498,                0.98981,                0.91459,                0.85665,                0.91883,                0.60217,                      0,                    inf,                      0,               0.008845,               0.008845,               0.008845
                     37,                 1.2924,                0.56436,                  0.987,                0.91384,                0.85801,                0.91867,                0.60283,                      0,                    inf,                      0,               0.008812,               0.008812,               0.008812
                     38,                 1.2924,                0.56263,                0.98484,                0.91567,                 0.8589,                0.91989,                0.60376,                      0,                    inf,                      0,               0.008779,               0.008779,               0.008779
                     39,                 1.2872,                0.55908,                0.98483,                0.91501,                0.85897,                0.91956,                0.60343,                      0,                    inf,                      0,               0.008746,               0.008746,               0.008746
                     40,                 1.2851,                0.55767,                0.98118,                0.91564,                0.85953,                0.92144,                0.60496,                      0,                    inf,                      0,               0.008713,               0.008713,               0.008713
                     41,                 1.2844,                0.55445,                 0.9807,                0.91459,                0.86241,                0.92303,                0.60531,                      0,                    inf,                      0,                0.00868,                0.00868,                0.00868
                     42,                  1.285,                 0.5551,                0.98241,                0.91475,                0.86336,                0.92301,                0.60662,                      0,                    inf,                      0,               0.008647,               0.008647,               0.008647
                     43,                 1.2814,                0.55231,                0.98238,                  0.914,                0.86273,                0.92095,                 0.6051,                      0,                    inf,                      0,               0.008614,               0.008614,               0.008614
                     44,                 1.2794,                0.54971,                 0.9791,                0.91672,                0.86174,                0.92334,                0.60629,                      0,                    inf,                      0,               0.008581,               0.008581,               0.008581
                     45,                 1.2772,                0.54832,                0.97972,                0.91322,                 0.8665,                0.92421,                 0.6072,                      0,                    inf,                      0,               0.008548,               0.008548,               0.008548
                     46,                 1.2762,                0.54781,                0.97878,                0.91417,                0.86779,                0.92412,                0.60748,                      0,                    inf,                      0,               0.008515,               0.008515,               0.008515
                     47,                 1.2761,                 0.5464,                0.97596,                0.91462,                0.86663,                0.92262,                0.60701,                      0,                    inf,                      0,               0.008482,               0.008482,               0.008482
                     48,                 1.2735,                0.54605,                  0.979,                0.91337,                0.86649,                 0.9241,                0.60839,                      0,                    inf,                      0,               0.008449,               0.008449,               0.008449
                     49,                  1.269,                0.54202,                0.97437,                 0.9139,                0.86808,                0.92186,                0.60726,                      0,                    inf,                      0,               0.008416,               0.008416,               0.008416
                     50,                 1.2683,                0.54257,                  0.973,                 0.9153,                0.86597,                0.92287,                0.60741,                      0,                    inf,                      0,               0.008383,               0.008383,               0.008383
                     51,                 1.2678,                 0.5422,                0.97328,                0.91384,                0.86967,                0.92456,                0.60884,                      0,                    inf,                      0,                0.00835,                0.00835,                0.00835
                     52,                 1.2684,                 0.5405,                0.97475,                0.91666,                0.86457,                0.92288,                0.60876,                      0,                    inf,                      0,               0.008317,               0.008317,               0.008317
                     53,                 1.2678,                0.53984,                0.97164,                0.91434,                0.86754,                 0.9232,                0.60896,                      0,                    inf,                      0,               0.008284,               0.008284,               0.008284
                     54,                 1.2637,                0.53735,                0.97128,                0.91477,                0.86919,                 0.9251,                0.61005,                      0,                    inf,                      0,               0.008251,               0.008251,               0.008251
                     55,                 1.2648,                0.53778,                0.97196,                0.91575,                0.86787,                0.92556,                0.61064,                      0,                    inf,                      0,               0.008218,               0.008218,               0.008218
                     56,                 1.2662,                0.53612,                0.97255,                0.91503,                0.86775,                0.92426,                0.60981,                      0,                    inf,                      0,               0.008185,               0.008185,               0.008185
                     57,                 1.2629,                0.53545,                0.97146,                 0.9137,                0.86781,                0.92098,                  0.608,                      0,                    inf,                      0,               0.008152,               0.008152,               0.008152
                     58,                 1.2598,                0.53427,                0.97063,                0.91537,                0.86864,                0.92448,                0.61003,                      0,                    inf,                      0,               0.008119,               0.008119,               0.008119
                     59,                 1.2565,                0.53171,                0.96947,                0.91756,                0.86539,                0.92411,                0.61036,                      0,                    inf,                      0,               0.008086,               0.008086,               0.008086
                     60,                 1.2585,                0.53181,                 0.9691,                0.91867,                0.86581,                0.92471,                0.61048,                      0,                    inf,                      0,               0.008053,               0.008053,               0.008053
                     61,                 1.2579,                0.53131,                0.96926,                0.91628,                0.87056,                0.92443,                0.60976,                      0,                    inf,                      0,                0.00802,                0.00802,                0.00802
                     62,                 1.2553,                0.53062,                0.96933,                0.91677,                 0.8712,                0.92435,                0.61041,                      0,                    inf,                      0,               0.007987,               0.007987,               0.007987
                     63,                 1.2562,                0.52935,                0.96871,                0.91778,                0.86901,                0.92494,                0.61074,                      0,                    inf,                      0,               0.007954,               0.007954,               0.007954
                     64,                 1.2567,                0.53005,                0.96811,                0.91815,                  0.869,                0.92545,                0.61163,                      0,                    inf,                      0,               0.007921,               0.007921,               0.007921
                     65,                  1.254,                0.52876,                0.96809,                0.91632,                0.87075,                0.92526,                0.61094,                      0,                    inf,                      0,               0.007888,               0.007888,               0.007888
                     66,                 1.2533,                0.52676,                0.96682,                0.91798,                0.87064,                0.92539,                 0.6117,                      0,                    inf,                      0,               0.007855,               0.007855,               0.007855
                     67,                 1.2527,                 0.5262,                0.96759,                0.91733,                0.87126,                0.92459,                0.61089,                      0,                    inf,                      0,               0.007822,               0.007822,               0.007822
                     68,                 1.2521,                0.52613,                0.96801,                0.91713,                0.87282,                0.92642,                0.61206,                      0,                    inf,                      0,               0.007789,               0.007789,               0.007789
                     69,                 1.2444,                0.52206,                0.96501,                0.91879,                0.87119,                0.92655,                0.61279,                      0,                    inf,                      0,               0.007756,               0.007756,               0.007756
                     70,                 1.2464,                0.52485,                0.96362,                0.91634,                0.87185,                0.92629,                0.61216,                      0,                    inf,                      0,               0.007723,               0.007723,               0.007723
                     71,                 1.2476,                0.52256,                0.96759,                0.91593,                0.87207,                0.92589,                 0.6124,                      0,                    inf,                      0,                0.00769,                0.00769,                0.00769
                     72,                 1.2466,                0.52282,                0.96415,                0.91643,                0.87216,                0.92568,                0.61186,                      0,                    inf,                      0,               0.007657,               0.007657,               0.007657
                     73,                  1.245,                 0.5224,                0.96252,                0.91738,                0.87102,                0.92555,                0.61221,                      0,                    inf,                      0,               0.007624,               0.007624,               0.007624
                     74,                 1.2451,                0.51969,                0.96309,                0.91699,                0.87164,                0.92608,                0.61175,                      0,                    inf,                      0,               0.007591,               0.007591,               0.007591
                     75,                 1.2423,                0.51918,                0.96128,                0.91648,                0.87277,                0.92627,                0.61212,                      0,                    inf,                      0,               0.007558,               0.007558,               0.007558
                     76,                 1.2418,                0.51884,                 0.9618,                0.91751,                0.87179,                0.92602,                0.61246,                      0,                    inf,                      0,               0.007525,               0.007525,               0.007525
                     77,                 1.2446,                0.51981,                0.96225,                0.91871,                0.87148,                 0.9263,                0.61243,                      0,                    inf,                      0,               0.007492,               0.007492,               0.007492
                     78,                 1.2378,                0.51663,                 0.9618,                0.91818,                0.87322,                0.92589,                0.61238,                      0,                    inf,                      0,               0.007459,               0.007459,               0.007459
                     79,                 1.2401,                0.51817,                0.96367,                0.91927,                0.87274,                0.92633,                0.61302,                      0,                    inf,                      0,               0.007426,               0.007426,               0.007426
                     80,                 1.2384,                0.51674,                0.96089,                0.91972,                0.87229,                0.92658,                  0.613,                      0,                    inf,                      0,               0.007393,               0.007393,               0.007393
                     81,                 1.2369,                0.51572,                0.96098,                0.91819,                0.87347,                0.92583,                0.61257,                      0,                    inf,                      0,                0.00736,                0.00736,                0.00736
                     82,                 1.2337,                0.51354,                0.96163,                0.91849,                0.87302,                0.92609,                 0.6131,                      0,                    inf,                      0,               0.007327,               0.007327,               0.007327
                     83,                 1.2383,                0.51467,                0.96131,                0.91722,                0.87456,                 0.9263,                0.61284,                      0,                    inf,                      0,               0.007294,               0.007294,               0.007294
                     84,                 1.2368,                0.51457,                0.96028,                0.91744,                0.87492,                 0.9262,                0.61266,                      0,                    inf,                      0,               0.007261,               0.007261,               0.007261
                     85,                 1.2348,                0.51454,                0.95996,                0.91808,                0.87493,                0.92645,                0.61292,                      0,                    inf,                      0,               0.007228,               0.007228,               0.007228
                     86,                 1.2302,                0.51079,                0.95953,                0.91808,                0.87472,                0.92694,                0.61316,                      0,                    inf,                      0,               0.007195,               0.007195,               0.007195
                     87,                 1.2347,                0.51142,                0.95917,                0.91822,                0.87382,                 0.9271,                0.61319,                      0,                    inf,                      0,               0.007162,               0.007162,               0.007162
                     88,                 1.2325,                0.51259,                0.96017,                0.91853,                0.87425,                0.92756,                0.61342,                      0,                    inf,                      0,               0.007129,               0.007129,               0.007129
                     89,                 1.2312,                0.51083,                0.96025,                 0.9179,                0.87433,                0.92763,                0.61404,                      0,                    inf,                      0,               0.007096,               0.007096,               0.007096
                     90,                 1.2362,                0.51221,                0.95938,                0.91763,                0.87393,                0.92691,                0.61314,                      0,                    inf,                      0,               0.007063,               0.007063,               0.007063
                     91,                 1.2288,                0.50827,                0.95713,                0.91784,                0.87365,                0.92646,                0.61266,                      0,                    inf,                      0,                0.00703,                0.00703,                0.00703
                     92,                  1.233,                0.51087,                0.95903,                0.91822,                0.87313,                0.92632,                0.61241,                      0,                    inf,                      0,               0.006997,               0.006997,               0.006997
                     93,                 1.2243,                0.50761,                0.95587,                 0.9182,                0.87343,                0.92589,                0.61261,                      0,                    inf,                      0,               0.006964,               0.006964,               0.006964
                     94,                 1.2267,                0.50581,                0.95691,                0.91819,                 0.8736,                0.92608,                0.61259,                      0,                    inf,                      0,               0.006931,               0.006931,               0.006931
                     95,                 1.2243,                0.50678,                0.95552,                0.91766,                0.87401,                0.92614,                0.61257,                      0,                    inf,                      0,               0.006898,               0.006898,               0.006898
                     96,                  1.226,                 0.5087,                0.95724,                 0.9179,                0.87501,                0.92619,                0.61234,                      0,                    inf,                      0,               0.006865,               0.006865,               0.006865
                     97,                 1.2238,                0.50568,                0.95725,                0.91846,                0.87495,                0.92646,                0.61243,                      0,                    inf,                      0,               0.006832,               0.006832,               0.006832
                     98,                 1.2237,                0.50592,                0.95648,                 0.9185,                0.87475,                0.92653,                0.61232,                      0,                    inf,                      0,               0.006799,               0.006799,               0.006799
                     99,                 1.2201,                0.50381,                0.95552,                0.91778,                0.87472,                 0.9261,                0.61222,                      0,                    inf,                      0,               0.006766,               0.006766,               0.006766
                    100,                 1.2233,                0.50584,                0.95655,                 0.9185,                0.87377,                0.92571,                0.61188,                      0,                    inf,                      0,               0.006733,               0.006733,               0.006733
                    101,                 1.2209,                0.50375,                0.95583,                0.91906,                0.87305,                 0.9259,                0.61204,                      0,                    inf,                      0,                 0.0067,                 0.0067,                 0.0067
                    102,                 1.2209,                 0.5035,                 0.9545,                0.91921,                 0.8731,                0.92565,                0.61175,                      0,                    inf,                      0,               0.006667,               0.006667,               0.006667
                    103,                 1.2164,                0.50208,                0.95421,                 0.9192,                0.87297,                0.92582,                0.61157,                      0,                    inf,                      0,               0.006634,               0.006634,               0.006634
                    104,                 1.2162,                 0.5009,                0.95356,                0.91995,                0.87267,                0.92594,                0.61176,                      0,                    inf,                      0,               0.006601,               0.006601,               0.006601
                    105,                 1.2153,                0.50117,                0.95271,                 0.9203,                0.87225,                0.92627,                0.61216,                      0,                    inf,                      0,               0.006568,               0.006568,               0.006568
                    106,                 1.2137,                0.50045,                0.95244,                0.92092,                0.87198,                0.92641,                0.61204,                      0,                    inf,                      0,               0.006535,               0.006535,               0.006535
                    107,                 1.2162,                0.50042,                0.95397,                0.92098,                0.87182,                 0.9264,                0.61217,                      0,                    inf,                      0,               0.006502,               0.006502,               0.006502
                    108,                 1.2142,                0.49941,                0.95128,                0.92055,                0.87291,                0.92641,                0.61211,                      0,                    inf,                      0,               0.006469,               0.006469,               0.006469
                    109,                 1.2105,                0.49706,                0.95174,                0.92033,                0.87308,                0.92664,                0.61211,                      0,                    inf,                      0,               0.006436,               0.006436,               0.006436
                    110,                 1.2108,                0.49707,                0.95258,                0.92037,                 0.8732,                0.92657,                0.61195,                      0,                    inf,                      0,               0.006403,               0.006403,               0.006403
                    111,                 1.2064,                0.49712,                0.94912,                0.92061,                0.87332,                0.92672,                0.61195,                      0,                    inf,                      0,                0.00637,                0.00637,                0.00637
                    112,                 1.2069,                0.49662,                0.95237,                0.92051,                0.87348,                0.92693,                0.61233,                      0,                    inf,                      0,               0.006337,               0.006337,               0.006337
                    113,                 1.2097,                0.49746,                0.95112,                0.92054,                0.87397,                0.92722,                0.61252,                      0,                    inf,                      0,               0.006304,               0.006304,               0.006304
                    114,                 1.2065,                0.49629,                0.94912,                0.91964,                  0.875,                0.92737,                0.61268,                      0,                    inf,                      0,               0.006271,               0.006271,               0.006271
                    115,                 1.2034,                0.49271,                 0.9516,                0.91953,                0.87506,                0.92754,                0.61265,                      0,                    inf,                      0,               0.006238,               0.006238,               0.006238
                    116,                 1.2047,                0.49448,                0.94726,                0.91926,                0.87507,                0.92764,                 0.6127,                      0,                    inf,                      0,               0.006205,               0.006205,               0.006205
                    117,                 1.2052,                0.49365,                0.94811,                0.91958,                0.87488,                0.92775,                0.61269,                      0,                    inf,                      0,               0.006172,               0.006172,               0.006172
                    118,                 1.2039,                0.49259,                0.94937,                0.91902,                0.87538,                0.92777,                0.61229,                      0,                    inf,                      0,               0.006139,               0.006139,               0.006139
                    119,                 1.2012,                0.49235,                0.94997,                0.91887,                0.87532,                0.92775,                0.61234,                      0,                    inf,                      0,               0.006106,               0.006106,               0.006106
                    120,                 1.2047,                0.49321,                0.94932,                0.91931,                0.87493,                0.92775,                0.61264,                      0,                    inf,                      0,               0.006073,               0.006073,               0.006073
                    121,                 1.1992,                0.49199,                0.94666,                0.91849,                0.87525,                0.92765,                0.61228,                      0,                    inf,                      0,                0.00604,                0.00604,                0.00604
                    122,                 1.1971,                0.48995,                0.94739,                0.91805,                0.87566,                 0.9277,                0.61218,                      0,                    inf,                      0,               0.006007,               0.006007,               0.006007
                    123,                 1.1969,                0.48972,                0.94732,                0.91792,                0.87575,                0.92764,                0.61212,                      0,                    inf,                      0,               0.005974,               0.005974,               0.005974
                    124,                 1.1957,                0.48921,                  0.949,                0.91778,                0.87595,                0.92761,                0.61212,                      0,                    inf,                      0,               0.005941,               0.005941,               0.005941
                    125,                 1.1985,                0.48935,                0.94654,                0.91744,                0.87614,                0.92764,                0.61209,                      0,                    inf,                      0,               0.005908,               0.005908,               0.005908
                    126,                 1.1926,                0.48782,                0.94621,                0.91778,                0.87588,                0.92766,                0.61213,                      0,                    inf,                      0,               0.005875,               0.005875,               0.005875
                    127,                 1.1892,                0.48564,                0.94451,                0.91759,                0.87609,                0.92768,                0.61242,                      0,                    inf,                      0,               0.005842,               0.005842,               0.005842
                    128,                 1.1919,                0.48711,                0.94787,                0.91702,                0.87678,                0.92767,                 0.6123,                      0,                    inf,                      0,               0.005809,               0.005809,               0.005809
                    129,                 1.1906,                0.48585,                0.94564,                0.91699,                 0.8766,                0.92758,                0.61229,                      0,                    inf,                      0,               0.005776,               0.005776,               0.005776
                    130,                 1.1916,                0.48609,                 0.9464,                0.91738,                0.87613,                0.92759,                  0.612,                      0,                    inf,                      0,               0.005743,               0.005743,               0.005743
                    131,                 1.1906,                 0.4863,                0.94522,                0.91737,                0.87617,                0.92747,                0.61187,                      0,                    inf,                      0,                0.00571,                0.00571,                0.00571
                    132,                 1.1883,                0.48458,                0.94397,                0.91743,                0.87613,                0.92743,                0.61174,                      0,                    inf,                      0,               0.005677,               0.005677,               0.005677
                    133,                 1.1876,                0.48447,                0.94459,                0.91786,                0.87563,                0.92736,                0.61168,                      0,                    inf,                      0,               0.005644,               0.005644,               0.005644
                    134,                 1.1862,                0.48307,                0.94348,                0.91796,                0.87545,                0.92722,                0.61163,                      0,                    inf,                      0,               0.005611,               0.005611,               0.005611
                    135,                 1.1836,                0.48266,                0.94401,                0.91851,                0.87502,                0.92708,                0.61161,                      0,                    inf,                      0,               0.005578,               0.005578,               0.005578
                    136,                 1.1814,                 0.4818,                0.94173,                0.91797,                0.87539,                0.92706,                0.61192,                      0,                    inf,                      0,               0.005545,               0.005545,               0.005545
                    137,                 1.1846,                0.48272,                0.94243,                0.91794,                0.87538,                0.92694,                0.61181,                      0,                    inf,                      0,               0.005512,               0.005512,               0.005512
                    138,                 1.1813,                0.48082,                0.94301,                0.91743,                 0.8758,                0.92701,                0.61186,                      0,                    inf,                      0,               0.005479,               0.005479,               0.005479
                    139,                 1.1803,                0.47998,                0.94174,                0.91785,                0.87528,                0.92701,                0.61182,                      0,                    inf,                      0,               0.005446,               0.005446,               0.005446
                    140,                  1.184,                0.48244,                0.94337,                0.91807,                 0.8753,                0.92703,                0.61159,                      0,                    inf,                      0,               0.005413,               0.005413,               0.005413
                    141,                  1.182,                0.48202,                0.94093,                0.91812,                0.87505,                0.92708,                0.61173,                      0,                    inf,                      0,                0.00538,                0.00538,                0.00538
                    142,                  1.174,                 0.4773,                 0.9409,                0.91832,                0.87491,                 0.9271,                0.61179,                      0,                    inf,                      0,               0.005347,               0.005347,               0.005347
                    143,                 1.1734,                0.47803,                0.94085,                0.91819,                0.87513,                0.92708,                0.61172,                      0,                    inf,                      0,               0.005314,               0.005314,               0.005314
                    144,                 1.1748,                0.47811,                0.93987,                0.91864,                0.87494,                0.92712,                 0.6115,                      0,                    inf,                      0,               0.005281,               0.005281,               0.005281
                    145,                 1.1732,                0.47644,                0.94081,                0.91829,                0.87517,                0.92704,                0.61141,                      0,                    inf,                      0,               0.005248,               0.005248,               0.005248
                    146,                 1.1734,                0.47653,                0.94095,                0.91815,                0.87518,                0.92708,                0.61151,                      0,                    inf,                      0,               0.005215,               0.005215,               0.005215
                    147,                 1.1737,                0.47686,                0.94047,                0.91827,                 0.8753,                0.92702,                0.61132,                      0,                    inf,                      0,               0.005182,               0.005182,               0.005182
                    148,                 1.1735,                0.47508,                 0.9398,                0.91828,                 0.8754,                0.92705,                0.61133,                      0,                    inf,                      0,               0.005149,               0.005149,               0.005149
                    149,                 1.1685,                0.47452,                0.93711,                0.91899,                0.87501,                0.92704,                0.61138,                      0,                    inf,                      0,               0.005116,               0.005116,               0.005116
                    150,                 1.1707,                0.47492,                0.93951,                0.91894,                  0.875,                  0.927,                0.61171,                      0,                    inf,                      0,               0.005083,               0.005083,               0.005083
                    151,                 1.1669,                0.47264,                0.93915,                0.91838,                0.87535,                0.92702,                0.61178,                      0,                    inf,                      0,                0.00505,                0.00505,                0.00505
                    152,                 1.1657,                0.47241,                0.93794,                0.91839,                0.87541,                  0.927,                0.61174,                      0,                    inf,                      0,               0.005017,               0.005017,               0.005017
                    153,                 1.1656,                0.47145,                0.93739,                0.91846,                0.87549,                0.92699,                0.61171,                      0,                    inf,                      0,               0.004984,               0.004984,               0.004984
                    154,                 1.1686,                0.47326,                0.93745,                0.91808,                0.87563,                0.92698,                0.61183,                      0,                    inf,                      0,               0.004951,               0.004951,               0.004951
                    155,                 1.1646,                0.47206,                0.93747,                0.91814,                0.87581,                0.92703,                0.61183,                      0,                    inf,                      0,               0.004918,               0.004918,               0.004918
                    156,                 1.1651,                 0.4718,                0.93716,                0.91824,                0.87604,                0.92703,                0.61172,                      0,                    inf,                      0,               0.004885,               0.004885,               0.004885
                    157,                 1.1619,                0.47128,                0.93715,                0.91818,                0.87595,                0.92698,                0.61133,                      0,                    inf,                      0,               0.004852,               0.004852,               0.004852
                    158,                 1.1619,                0.46976,                0.93667,                0.91809,                0.87592,                0.92695,                0.61168,                      0,                    inf,                      0,               0.004819,               0.004819,               0.004819
                    159,                 1.1602,                0.46911,                0.93696,                0.91794,                0.87615,                0.92706,                0.61167,                      0,                    inf,                      0,               0.004786,               0.004786,               0.004786
                    160,                 1.1595,                0.46933,                0.93573,                0.91796,                0.87587,                0.92702,                0.61169,                      0,                    inf,                      0,               0.004753,               0.004753,               0.004753
                    161,                 1.1615,                   0.47,                0.93519,                0.91793,                0.87605,                  0.927,                0.61142,                      0,                    inf,                      0,                0.00472,                0.00472,                0.00472
                    162,                 1.1591,                0.46781,                0.93625,                0.91777,                0.87625,                0.92701,                0.61137,                      0,                    inf,                      0,               0.004687,               0.004687,               0.004687
                    163,                 1.1545,                0.46722,                0.93538,                0.91781,                0.87627,                0.92694,                0.61136,                      0,                    inf,                      0,               0.004654,               0.004654,               0.004654
                    164,                 1.1569,                0.46742,                0.93515,                 0.9178,                0.87623,                0.92692,                0.61141,                      0,                    inf,                      0,               0.004621,               0.004621,               0.004621
                    165,                 1.1527,                0.46599,                0.93361,                0.91782,                0.87624,                0.92696,                0.61136,                      0,                    inf,                      0,               0.004588,               0.004588,               0.004588
                    166,                 1.1534,                0.46541,                0.93444,                0.91798,                0.87607,                0.92704,                0.61144,                      0,                    inf,                      0,               0.004555,               0.004555,               0.004555
                    167,                 1.1546,                0.46566,                0.93294,                0.91842,                0.87593,                0.92708,                0.61139,                      0,                    inf,                      0,               0.004522,               0.004522,               0.004522
                    168,                 1.1498,                0.46424,                0.93291,                0.91837,                0.87604,                0.92706,                0.61142,                      0,                    inf,                      0,               0.004489,               0.004489,               0.004489
                    169,                 1.1471,                0.46306,                 0.9316,                 0.9182,                0.87618,                0.92702,                0.61142,                      0,                    inf,                      0,               0.004456,               0.004456,               0.004456
                    170,                 1.1446,                0.46077,                0.93307,                0.91851,                0.87619,                0.92709,                0.61147,                      0,                    inf,                      0,               0.004423,               0.004423,               0.004423
                    171,                 1.1485,                0.46325,                0.93198,                0.91807,                0.87618,                0.92704,                0.61142,                      0,                    inf,                      0,                0.00439,                0.00439,                0.00439
                    172,                 1.1464,                0.46223,                0.93246,                0.91862,                0.87571,                0.92696,                0.61145,                      0,                    inf,                      0,               0.004357,               0.004357,               0.004357
                    173,                 1.1456,                 0.4623,                 0.9326,                0.91832,                0.87608,                0.92708,                0.61146,                      0,                    inf,                      0,               0.004324,               0.004324,               0.004324
