                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    174,                 1.3932,                0.14805,                0.87173,                0.87565,                0.77332,                0.85148,                0.52837,                      0,                    inf,                      0,               0.004291,               0.004291,               0.004291
                    175,                  1.392,                0.14806,                  0.872,                0.87566,                0.77476,                0.85214,                 0.5287,                      0,                    inf,                      0,               0.004258,               0.004258,               0.004258
                    176,                 1.3987,                0.14832,                0.87229,                0.87433,                0.77759,                 0.8527,                0.52901,                      0,                    inf,                      0,               0.004225,               0.004225,               0.004225
                    177,                  1.392,                0.14801,                0.87158,                0.87406,                0.77955,                0.85324,                0.52923,                      0,                    inf,                      0,               0.004192,               0.004192,               0.004192
                    178,                 1.3932,                0.14812,                0.87301,                0.87384,                0.78131,                0.85374,                0.52956,                      0,                    inf,                      0,               0.004159,               0.004159,               0.004159
                    179,                 1.3935,                0.14809,                 0.8712,                0.87458,                0.78242,                0.85417,                0.52971,                      0,                    inf,                      0,               0.004126,               0.004126,               0.004126
                    180,                 1.3919,                0.14792,                0.87156,                0.87332,                0.78445,                0.85452,                0.52999,                      0,                    inf,                      0,               0.004093,               0.004093,               0.004093
                    181,                 1.3893,                0.14766,                0.87173,                0.87264,                0.78607,                0.85489,                0.53019,                      0,                    inf,                      0,                0.00406,                0.00406,                0.00406
                    182,                 1.3894,                0.14771,                0.87131,                0.87291,                0.78705,                0.85519,                0.53031,                      0,                    inf,                      0,               0.004027,               0.004027,               0.004027
                    183,                  1.387,                 0.1473,                0.87074,                0.87316,                0.78812,                0.85556,                0.53055,                      0,                    inf,                      0,               0.003994,               0.003994,               0.003994
                    184,                 1.3896,                 0.1475,                0.87094,                0.87351,                0.78864,                0.85584,                0.53061,                      0,                    inf,                      0,               0.003961,               0.003961,               0.003961
                    185,                 1.3854,                0.14722,                0.87013,                 0.8733,                0.78958,                0.85602,                0.53085,                      0,                    inf,                      0,               0.003928,               0.003928,               0.003928
                    186,                 1.3866,                0.14729,                 0.8707,                0.87354,                0.79015,                0.85621,                0.53093,                      0,                    inf,                      0,               0.003895,               0.003895,               0.003895
                    187,                 1.3816,                0.14689,                0.86996,                0.87346,                0.79066,                0.85648,                0.53103,                      0,                    inf,                      0,               0.003862,               0.003862,               0.003862
                    188,                  1.382,                0.14688,                0.86976,                 0.8741,                0.79102,                0.85685,                0.53123,                      0,                    inf,                      0,               0.003829,               0.003829,               0.003829
                    189,                 1.3843,                0.14695,                0.87082,                0.87339,                0.79189,                0.85741,                0.53148,                      0,                    inf,                      0,               0.003796,               0.003796,               0.003796
                    190,                 1.3858,                0.14706,                0.87013,                0.87395,                0.79199,                0.85769,                0.53167,                      0,                    inf,                      0,               0.003763,               0.003763,               0.003763
                    191,                 1.3886,                0.14722,                0.86919,                0.87466,                0.79224,                0.85807,                0.53179,                      0,                    inf,                      0,                0.00373,                0.00373,                0.00373
                    192,                 1.3805,                0.14642,                0.87077,                0.87507,                0.79251,                0.85818,                0.53191,                      0,                    inf,                      0,               0.003697,               0.003697,               0.003697
                    193,                 1.3818,                0.14661,                0.86918,                0.87484,                0.79303,                 0.8585,                0.53208,                      0,                    inf,                      0,               0.003664,               0.003664,               0.003664
                    194,                 1.3754,                0.14609,                0.86879,                0.87513,                0.79346,                0.85882,                0.53214,                      0,                    inf,                      0,               0.003631,               0.003631,               0.003631
                    195,                 1.3806,                0.14654,                0.86852,                0.87546,                0.79373,                0.85915,                0.53233,                      0,                    inf,                      0,               0.003598,               0.003598,               0.003598
                    196,                  1.382,                0.14674,                0.86988,                0.87562,                0.79373,                0.85942,                0.53249,                      0,                    inf,                      0,               0.003565,               0.003565,               0.003565
                    197,                 1.3779,                0.14603,                0.86933,                 0.8757,                0.79394,                0.85961,                0.53264,                      0,                    inf,                      0,               0.003532,               0.003532,               0.003532
                    198,                 1.3762,                0.14622,                0.87003,                0.87595,                0.79404,                0.85992,                 0.5329,                      0,                    inf,                      0,               0.003499,               0.003499,               0.003499
                    199,                   1.38,                0.14644,                0.86992,                0.87599,                0.79453,                0.86008,                0.53303,                      0,                    inf,                      0,               0.003466,               0.003466,               0.003466
                    200,                 1.3742,                 0.1459,                0.86859,                0.87624,                0.79447,                0.86012,                0.53307,                      0,                    inf,                      0,               0.003433,               0.003433,               0.003433
                    201,                 1.3766,                0.14603,                0.86832,                0.87658,                0.79477,                0.86036,                0.53328,                      0,                    inf,                      0,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.3782,                0.14603,                0.86931,                 0.8769,                0.79493,                0.86064,                0.53342,                      0,                    inf,                      0,               0.003367,               0.003367,               0.003367
                    203,                 1.3791,                 0.1458,                0.86881,                0.87702,                  0.795,                0.86075,                0.53347,                      0,                    inf,                      0,               0.003334,               0.003334,               0.003334
                    204,                 1.3815,                0.14647,                0.86872,                0.87708,                0.79508,                 0.8609,                0.53366,                      0,                    inf,                      0,               0.003301,               0.003301,               0.003301
                    205,                 1.3751,                0.14582,                0.86832,                0.87717,                0.79526,                0.86103,                0.53383,                      0,                    inf,                      0,               0.003268,               0.003268,               0.003268
                    206,                  1.374,                0.14551,                0.86679,                0.87738,                0.79525,                0.86111,                0.53394,                      0,                    inf,                      0,               0.003235,               0.003235,               0.003235
                    207,                 1.3731,                0.14531,                0.86739,                0.87767,                0.79516,                0.86126,                0.53413,                      0,                    inf,                      0,               0.003202,               0.003202,               0.003202
                    208,                 1.3715,                0.14536,                0.86769,                 0.8775,                 0.7956,                0.86141,                0.53416,                      0,                    inf,                      0,               0.003169,               0.003169,               0.003169
                    209,                 1.3747,                0.14563,                0.86819,                0.87745,                0.79573,                0.86148,                 0.5341,                      0,                    inf,                      0,               0.003136,               0.003136,               0.003136
                    210,                  1.371,                0.14498,                0.86735,                0.87764,                0.79583,                0.86162,                0.53414,                      0,                    inf,                      0,               0.003103,               0.003103,               0.003103
                    211,                 1.3742,                0.14528,                0.86727,                0.87808,                0.79561,                0.86169,                0.53448,                      0,                    inf,                      0,                0.00307,                0.00307,                0.00307
                    212,                 1.3708,                0.14529,                0.86873,                0.87782,                0.79596,                0.86174,                0.53455,                      0,                    inf,                      0,               0.003037,               0.003037,               0.003037
                    213,                 1.3712,                0.14517,                0.86673,                0.87802,                0.79567,                0.86176,                0.53461,                      0,                    inf,                      0,               0.003004,               0.003004,               0.003004
                    214,                 1.3705,                0.14504,                0.86664,                0.87793,                0.79613,                0.86192,                0.53472,                      0,                    inf,                      0,               0.002971,               0.002971,               0.002971
                    215,                 1.3712,                0.14518,                0.86716,                 0.8775,                0.79643,                0.86196,                0.53484,                      0,                    inf,                      0,               0.002938,               0.002938,               0.002938
                    216,                 1.3706,                0.14496,                0.86676,                0.87804,                0.79618,                0.86204,                0.53491,                      0,                    inf,                      0,               0.002905,               0.002905,               0.002905
                    217,                 1.3637,                0.14438,                0.86591,                0.87816,                0.79626,                0.86208,                0.53503,                      0,                    inf,                      0,               0.002872,               0.002872,               0.002872
                    218,                 1.3699,                 0.1451,                0.86711,                0.87844,                0.79618,                0.86207,                0.53496,                      0,                    inf,                      0,               0.002839,               0.002839,               0.002839
                    219,                 1.3671,                0.14454,                0.86765,                0.87852,                0.79616,                0.86218,                0.53508,                      0,                    inf,                      0,               0.002806,               0.002806,               0.002806
                    220,                  1.371,                0.14489,                0.86689,                0.87855,                 0.7963,                0.86224,                0.53518,                      0,                    inf,                      0,               0.002773,               0.002773,               0.002773
                    221,                  1.369,                0.14476,                0.86721,                0.87911,                0.79592,                0.86233,                0.53535,                      0,                    inf,                      0,                0.00274,                0.00274,                0.00274
                    222,                  1.364,                0.14424,                0.86631,                0.87944,                0.79597,                0.86252,                0.53562,                      0,                    inf,                      0,               0.002707,               0.002707,               0.002707
                    223,                 1.3646,                0.14413,                0.86687,                0.87892,                0.79658,                 0.8626,                0.53572,                      0,                    inf,                      0,               0.002674,               0.002674,               0.002674
                    224,                 1.3673,                 0.1444,                 0.8664,                0.87913,                0.79658,                0.86264,                0.53573,                      0,                    inf,                      0,               0.002641,               0.002641,               0.002641
                    225,                 1.3619,                0.14382,                0.86635,                0.87926,                0.79679,                 0.8628,                0.53572,                      0,                    inf,                      0,               0.002608,               0.002608,               0.002608
                    226,                 1.3631,                0.14393,                0.86572,                0.87959,                 0.7964,                0.86278,                0.53573,                      0,                    inf,                      0,               0.002575,               0.002575,               0.002575
                    227,                 1.3574,                0.14367,                0.86528,                0.87909,                 0.7968,                0.86289,                0.53584,                      0,                    inf,                      0,               0.002542,               0.002542,               0.002542
                    228,                 1.3622,                0.14404,                0.86546,                0.87956,                0.79637,                0.86278,                0.53597,                      0,                    inf,                      0,               0.002509,               0.002509,               0.002509
                    229,                  1.364,                0.14405,                0.86536,                0.87945,                0.79691,                0.86296,                0.53602,                      0,                    inf,                      0,               0.002476,               0.002476,               0.002476
                    230,                 1.3598,                0.14386,                0.86594,                 0.8801,                0.79681,                0.86302,                0.53607,                      0,                    inf,                      0,               0.002443,               0.002443,               0.002443
                    231,                 1.3601,                0.14396,                0.86651,                0.87963,                0.79718,                0.86307,                0.53617,                      0,                    inf,                      0,                0.00241,                0.00241,                0.00241
                    232,                 1.3616,                0.14382,                0.86618,                   0.88,                0.79695,                0.86306,                0.53614,                      0,                    inf,                      0,               0.002377,               0.002377,               0.002377
                    233,                 1.3558,                0.14332,                 0.8655,                0.87997,                0.79701,                0.86315,                0.53623,                      0,                    inf,                      0,               0.002344,               0.002344,               0.002344
                    234,                 1.3608,                0.14337,                0.86492,                0.88006,                  0.797,                 0.8632,                0.53629,                      0,                    inf,                      0,               0.002311,               0.002311,               0.002311
                    235,                 1.3571,                0.14327,                0.86489,                0.88034,                0.79717,                0.86329,                0.53629,                      0,                    inf,                      0,               0.002278,               0.002278,               0.002278
                    236,                 1.3504,                0.14273,                0.86401,                0.88024,                0.79735,                0.86341,                0.53646,                      0,                    inf,                      0,               0.002245,               0.002245,               0.002245
                    237,                 1.3558,                0.14335,                0.86423,                0.88101,                0.79699,                0.86349,                0.53664,                      0,                    inf,                      0,               0.002212,               0.002212,               0.002212
                    238,                 1.3566,                0.14327,                0.86425,                0.88039,                0.79745,                0.86344,                0.53654,                      0,                    inf,                      0,               0.002179,               0.002179,               0.002179
