                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                 1.5047,                0.15912,                0.91346,                0.86237,                0.75501,                0.82673,                0.50158,                      0,                    inf,                      0,               0.008548,               0.008548,               0.008548
                     46,                 1.5052,                0.15922,                0.91308,                0.85818,                0.75834,                0.82896,                0.50221,                      0,                    inf,                      0,               0.008515,               0.008515,               0.008515
                     47,                 1.5052,                0.15863,                0.91178,                0.85961,                0.75758,                0.82701,                0.50343,                      0,                    inf,                      0,               0.008482,               0.008482,               0.008482
                     48,                 1.5027,                0.15912,                0.91285,                0.86125,                0.75966,                0.82971,                0.50497,                      0,                    inf,                      0,               0.008449,               0.008449,               0.008449
                     49,                 1.4952,                0.15787,                   0.91,                0.86103,                0.75895,                0.82932,                0.50485,                      0,                    inf,                      0,               0.008416,               0.008416,               0.008416
                     50,                 1.4974,                0.15791,                0.91006,                0.86138,                0.75983,                0.83009,                0.50563,                      0,                    inf,                      0,               0.008383,               0.008383,               0.008383
                     51,                 1.4954,                0.15795,                0.90947,                0.86379,                0.76119,                0.83218,                0.50687,                      0,                    inf,                      0,                0.00835,                0.00835,                0.00835
                     52,                 1.4925,                0.15754,                0.91022,                0.86415,                0.76111,                0.83142,                0.50786,                      0,                    inf,                      0,               0.008317,               0.008317,               0.008317
                     53,                 1.4973,                0.15774,                0.90992,                0.86426,                0.76009,                0.83357,                0.50842,                      0,                    inf,                      0,               0.008284,               0.008284,               0.008284
                     54,                  1.488,                 0.1569,                0.90856,                 0.8626,                0.76256,                0.83362,                0.50826,                      0,                    inf,                      0,               0.008251,               0.008251,               0.008251
                     55,                 1.4906,                0.15726,                0.90962,                0.86561,                0.76171,                0.83311,                0.50842,                      0,                    inf,                      0,               0.008218,               0.008218,               0.008218
                     56,                 1.4859,                0.15645,                0.90851,                0.86246,                0.76352,                0.83388,                0.50967,                      0,                    inf,                      0,               0.008185,               0.008185,               0.008185
                     57,                 1.4814,                0.15625,                0.90766,                0.86429,                0.76431,                0.83485,                 0.5105,                      0,                    inf,                      0,               0.008152,               0.008152,               0.008152
                     58,                 1.4853,                0.15653,                0.90832,                0.86442,                0.76502,                0.83444,                0.51027,                      0,                    inf,                      0,               0.008119,               0.008119,               0.008119
                     59,                 1.4836,                0.15612,                0.90705,                0.86459,                0.76494,                0.83488,                0.51143,                      0,                    inf,                      0,               0.008086,               0.008086,               0.008086
                     60,                 1.4799,                0.15585,                0.90664,                0.86574,                0.76411,                0.83501,                0.51173,                      0,                    inf,                      0,               0.008053,               0.008053,               0.008053
                     61,                  1.476,                0.15567,                0.90619,                0.86651,                0.76448,                0.83604,                0.51268,                      0,                    inf,                      0,                0.00802,                0.00802,                0.00802
                     62,                 1.4747,                0.15564,                0.90648,                0.86619,                0.76465,                0.83558,                0.51207,                      0,                    inf,                      0,               0.007987,               0.007987,               0.007987
                     63,                 1.4789,                 0.1555,                0.90705,                0.86663,                0.76507,                0.83651,                0.51336,                      0,                    inf,                      0,               0.007954,               0.007954,               0.007954
                     64,                 1.4783,                0.15571,                0.90586,                0.86802,                 0.7655,                0.83721,                0.51484,                      0,                    inf,                      0,               0.007921,               0.007921,               0.007921
                     65,                 1.4771,                 0.1555,                0.90634,                0.86856,                0.76489,                0.83739,                0.51455,                      0,                    inf,                      0,               0.007888,               0.007888,               0.007888
                     66,                 1.4742,                0.15511,                0.90464,                0.86697,                0.76668,                0.83781,                0.51507,                      0,                    inf,                      0,               0.007855,               0.007855,               0.007855
                     67,                  1.474,                0.15483,                 0.9053,                 0.8659,                0.76704,                 0.8375,                0.51498,                      0,                    inf,                      0,               0.007822,               0.007822,               0.007822
                     68,                  1.469,                0.15457,                0.90496,                0.86846,                  0.767,                0.83785,                0.51552,                      0,                    inf,                      0,               0.007789,               0.007789,               0.007789
                     69,                 1.4614,                0.15365,                 0.9027,                0.86689,                0.76965,                0.83902,                0.51659,                      0,                    inf,                      0,               0.007756,               0.007756,               0.007756
                     70,                 1.4722,                0.15473,                0.90384,                0.86941,                 0.7683,                0.83905,                0.51673,                      0,                    inf,                      0,               0.007723,               0.007723,               0.007723
                     71,                 1.4641,                0.15392,                0.90543,                0.86831,                0.76914,                0.83915,                0.51733,                      0,                    inf,                      0,                0.00769,                0.00769,                0.00769
                     72,                 1.4679,                0.15416,                0.90388,                0.86716,                0.77162,                0.83943,                0.51775,                      0,                    inf,                      0,               0.007657,               0.007657,               0.007657
                     73,                 1.4651,                0.15406,                0.90295,                0.86832,                0.77033,                0.83944,                0.51787,                      0,                    inf,                      0,               0.007624,               0.007624,               0.007624
                     74,                  1.468,                 0.1538,                0.90295,                0.86831,                0.77096,                0.83975,                0.51818,                      0,                    inf,                      0,               0.007591,               0.007591,               0.007591
                     75,                 1.4626,                0.15333,                0.90049,                0.86795,                0.77051,                0.83998,                0.51844,                      0,                    inf,                      0,               0.007558,               0.007558,               0.007558
                     76,                   1.46,                0.15322,                0.90113,                0.86688,                0.77179,                0.83983,                0.51833,                      0,                    inf,                      0,               0.007525,               0.007525,               0.007525
                     77,                 1.4635,                0.15367,                0.90138,                 0.8667,                0.77188,                0.84003,                0.51896,                      0,                    inf,                      0,               0.007492,               0.007492,               0.007492
                     78,                 1.4567,                0.15274,                 0.9017,                0.86657,                0.77242,                0.84087,                0.51954,                      0,                    inf,                      0,               0.007459,               0.007459,               0.007459
                     79,                 1.4579,                0.15345,                0.90213,                0.86925,                0.77077,                0.84152,                0.51991,                      0,                    inf,                      0,               0.007426,               0.007426,               0.007426
                     80,                 1.4599,                  0.153,                0.90151,                0.86936,                0.77191,                0.84211,                0.52021,                      0,                    inf,                      0,               0.007393,               0.007393,               0.007393
                     81,                 1.4571,                 0.1528,                0.90108,                 0.8708,                0.77148,                0.84294,                0.52131,                      0,                    inf,                      0,                0.00736,                0.00736,                0.00736
                     82,                 1.4498,                0.15248,                0.90077,                0.86937,                0.77311,                0.84345,                0.52151,                      0,                    inf,                      0,               0.007327,               0.007327,               0.007327
                     83,                  1.455,                0.15256,                0.90104,                0.86929,                0.77344,                0.84419,                0.52174,                      0,                    inf,                      0,               0.007294,               0.007294,               0.007294
                     84,                  1.456,                0.15267,                0.90069,                0.86853,                0.77533,                0.84467,                0.52214,                      0,                    inf,                      0,               0.007261,               0.007261,               0.007261
                     85,                 1.4526,                0.15255,                 0.9003,                0.86898,                0.77581,                0.84508,                0.52263,                      0,                    inf,                      0,               0.007228,               0.007228,               0.007228
                     86,                 1.4452,                0.15157,                0.89975,                0.87046,                0.77507,                0.84492,                0.52276,                      0,                    inf,                      0,               0.007195,               0.007195,               0.007195
                     87,                 1.4548,                0.15215,                0.90003,                0.87018,                0.77469,                0.84501,                0.52307,                      0,                    inf,                      0,               0.007162,               0.007162,               0.007162
                     88,                 1.4494,                  0.152,                0.90048,                0.87125,                0.77451,                0.84529,                0.52346,                      0,                    inf,                      0,               0.007129,               0.007129,               0.007129
                     89,                 1.4487,                0.15214,                0.90119,                0.87084,                0.77482,                0.84575,                0.52382,                      0,                    inf,                      0,               0.007096,               0.007096,               0.007096
                     90,                  1.454,                0.15231,                0.90061,                0.87155,                0.77492,                0.84631,                0.52401,                      0,                    inf,                      0,               0.007063,               0.007063,               0.007063
                     91,                  1.448,                0.15154,                0.89844,                0.87141,                0.77514,                0.84652,                0.52437,                      0,                    inf,                      0,                0.00703,                0.00703,                0.00703
                     92,                 1.4505,                0.15217,                0.89979,                0.87187,                0.77475,                0.84658,                0.52477,                      0,                    inf,                      0,               0.006997,               0.006997,               0.006997
                     93,                 1.4443,                0.15148,                0.89834,                0.87202,                 0.7754,                0.84658,                0.52467,                      0,                    inf,                      0,               0.006964,               0.006964,               0.006964
                     94,                 1.4441,                0.15093,                0.89775,                0.87305,                0.77513,                0.84674,                 0.5248,                      0,                    inf,                      0,               0.006931,               0.006931,               0.006931
                     95,                  1.443,                0.15106,                0.89818,                0.87227,                0.77575,                0.84691,                0.52485,                      0,                    inf,                      0,               0.006898,               0.006898,               0.006898
                     96,                 1.4426,                0.15124,                 0.8984,                  0.873,                0.77545,                0.84689,                0.52493,                      0,                    inf,                      0,               0.006865,               0.006865,               0.006865
                     97,                  1.439,                 0.1509,                0.89803,                0.87341,                0.77549,                0.84718,                0.52543,                      0,                    inf,                      0,               0.006832,               0.006832,               0.006832
                     98,                   1.44,                0.15072,                 0.8982,                0.87303,                0.77663,                0.84749,                0.52566,                      0,                    inf,                      0,               0.006799,               0.006799,               0.006799
                     99,                 1.4407,                0.15096,                0.89777,                0.87254,                0.77669,                0.84744,                0.52581,                      0,                    inf,                      0,               0.006766,               0.006766,               0.006766
                    100,                 1.4426,                0.15115,                0.89833,                0.87245,                 0.7769,                0.84762,                 0.5258,                      0,                    inf,                      0,               0.006733,               0.006733,               0.006733
                    101,                 1.4401,                0.15063,                 0.8978,                0.87221,                0.77739,                0.84778,                0.52615,                      0,                    inf,                      0,                 0.0067,                 0.0067,                 0.0067
                    102,                  1.439,                0.15068,                0.89733,                0.87146,                0.77791,                0.84804,                0.52654,                      0,                    inf,                      0,               0.006667,               0.006667,               0.006667
                    103,                 1.4377,                0.15063,                0.89745,                0.87092,                0.77838,                0.84824,                0.52675,                      0,                    inf,                      0,               0.006634,               0.006634,               0.006634
                    104,                  1.438,                0.15051,                 0.8969,                0.87098,                0.77823,                0.84844,                0.52697,                      0,                    inf,                      0,               0.006601,               0.006601,               0.006601
                    105,                 1.4331,                0.15006,                0.89587,                0.87045,                0.77905,                0.84871,                0.52701,                      0,                    inf,                      0,               0.006568,               0.006568,               0.006568
                    106,                 1.4332,                0.14973,                0.89579,                0.87056,                0.77904,                0.84857,                 0.5272,                      0,                    inf,                      0,               0.006535,               0.006535,               0.006535
                    107,                 1.4341,                0.15008,                 0.8965,                0.87094,                0.77869,                0.84853,                0.52724,                      0,                    inf,                      0,               0.006502,               0.006502,               0.006502
                    108,                 1.4481,                0.15223,                0.89491,                0.86979,                0.77932,                0.84859,                0.52759,                      0,                    inf,                      0,               0.006469,               0.006469,               0.006469
                    109,                 1.4616,                0.15611,                0.89219,                0.87062,                0.77921,                0.84876,                0.52751,                      0,                    inf,                      0,               0.006436,               0.006436,               0.006436
                    110,                 1.4595,                0.15729,                0.88933,                0.87059,                 0.7791,                0.84891,                0.52761,                      0,                    inf,                      0,               0.006403,               0.006403,               0.006403
                    111,                 1.4562,                0.15789,                 0.8852,                0.87061,                0.77969,                0.84913,                0.52782,                      0,                    inf,                      0,                0.00637,                0.00637,                0.00637
                    112,                 1.4493,                0.15746,                0.88596,                0.87053,                0.77954,                 0.8492,                0.52784,                      0,                    inf,                      0,               0.006337,               0.006337,               0.006337
                    113,                 1.4465,                0.15671,                0.88302,                0.87118,                0.77954,                0.84929,                 0.5281,                      0,                    inf,                      0,               0.006304,               0.006304,               0.006304
                    114,                 1.4441,                0.15624,                0.88272,                 0.8709,                 0.7799,                0.84925,                0.52816,                      0,                    inf,                      0,               0.006271,               0.006271,               0.006271
                    115,                 1.4364,                0.15559,                0.88279,                0.87147,                 0.7799,                0.84939,                0.52826,                      0,                    inf,                      0,               0.006238,               0.006238,               0.006238
                    116,                  1.439,                0.15546,                0.88043,                0.87108,                0.78016,                0.84901,                0.52774,                      0,                    inf,                      0,               0.006205,               0.006205,               0.006205
                    117,                 1.4405,                0.15528,                0.88052,                0.87136,                0.77995,                0.84854,                0.52708,                      0,                    inf,                      0,               0.006172,               0.006172,               0.006172
                    118,                 1.4378,                0.15499,                0.88104,                0.87144,                0.77982,                0.84785,                0.52638,                      0,                    inf,                      0,               0.006139,               0.006139,               0.006139
                    119,                 1.4337,                0.15492,                0.88129,                0.87177,                0.78022,                0.84742,                0.52587,                      0,                    inf,                      0,               0.006106,               0.006106,               0.006106
                    120,                  1.435,                 0.1545,                0.88037,                0.87116,                  0.781,                0.84716,                0.52554,                      0,                    inf,                      0,               0.006073,               0.006073,               0.006073
                    121,                 1.4353,                0.15435,                0.88014,                0.87174,                 0.7809,                0.84678,                0.52517,                      0,                    inf,                      0,                0.00604,                0.00604,                0.00604
                    122,                 1.4299,                0.15385,                0.88019,                0.87171,                0.78079,                0.84639,                0.52485,                      0,                    inf,                      0,               0.006007,               0.006007,               0.006007
                    123,                 1.4329,                 0.1541,                0.88024,                0.87151,                0.78059,                0.84599,                 0.5246,                      0,                    inf,                      0,               0.005974,               0.005974,               0.005974
                    124,                  1.427,                0.15344,                0.87981,                0.87103,                 0.7815,                0.84582,                0.52431,                      0,                    inf,                      0,               0.005941,               0.005941,               0.005941
                    125,                 1.4316,                 0.1536,                0.87927,                0.87133,                0.78104,                0.84559,                0.52429,                      0,                    inf,                      0,               0.005908,               0.005908,               0.005908
                    126,                 1.4282,                0.15363,                0.87986,                 0.8713,                0.78102,                0.84548,                0.52418,                      0,                    inf,                      0,               0.005875,               0.005875,               0.005875
                    127,                 1.4218,                0.15263,                0.87762,                0.87182,                 0.7809,                 0.8452,                0.52405,                      0,                    inf,                      0,               0.005842,               0.005842,               0.005842
                    128,                 1.4243,                0.15302,                0.88003,                0.87152,                0.78123,                0.84507,                0.52406,                      0,                    inf,                      0,               0.005809,               0.005809,               0.005809
                    129,                  1.426,                0.15294,                0.87842,                0.87191,                0.78132,                 0.8451,                0.52396,                      0,                    inf,                      0,               0.005776,               0.005776,               0.005776
                    130,                 1.4245,                 0.1529,                0.87882,                0.87201,                0.78094,                0.84472,                0.52389,                      0,                    inf,                      0,               0.005743,               0.005743,               0.005743
                    131,                 1.4248,                0.15285,                0.87861,                0.87174,                0.78133,                0.84461,                0.52409,                      0,                    inf,                      0,                0.00571,                0.00571,                0.00571
                    132,                 1.4205,                0.15214,                0.87706,                0.87236,                0.78077,                0.84434,                0.52403,                      0,                    inf,                      0,               0.005677,               0.005677,               0.005677
                    133,                 1.4216,                0.15265,                0.87801,                0.87177,                0.78115,                0.84426,                0.52395,                      0,                    inf,                      0,               0.005644,               0.005644,               0.005644
                    134,                 1.4181,                0.15186,                0.87813,                0.87247,                0.78069,                0.84422,                0.52399,                      0,                    inf,                      0,               0.005611,               0.005611,               0.005611
                    135,                 1.4185,                0.15205,                0.87758,                0.87288,                0.78077,                 0.8441,                0.52397,                      0,                    inf,                      0,               0.005578,               0.005578,               0.005578
                    136,                 1.4191,                0.15191,                0.87624,                 0.8727,                0.78079,                0.84392,                0.52403,                      0,                    inf,                      0,               0.005545,               0.005545,               0.005545
                    137,                  1.424,                 0.1521,                0.87717,                0.87203,                0.78099,                 0.8436,                0.52395,                      0,                    inf,                      0,               0.005512,               0.005512,               0.005512
                    138,                 1.4181,                0.15184,                0.87769,                0.87278,                0.78064,                0.84355,                0.52387,                      0,                    inf,                      0,               0.005479,               0.005479,               0.005479
                    139,                 1.4163,                0.15152,                0.87645,                0.87276,                0.78068,                0.84337,                0.52385,                      0,                    inf,                      0,               0.005446,               0.005446,               0.005446
                    140,                 1.4225,                0.15216,                0.87696,                 0.8733,                0.78038,                0.84315,                0.52377,                      0,                    inf,                      0,               0.005413,               0.005413,               0.005413
                    141,                 1.4236,                0.15194,                0.87645,                0.87412,                0.77951,                 0.8429,                0.52363,                      0,                    inf,                      0,                0.00538,                0.00538,                0.00538
                    142,                 1.4107,                0.15099,                0.87576,                0.87464,                0.77947,                0.84272,                0.52367,                      0,                    inf,                      0,               0.005347,               0.005347,               0.005347
                    143,                 1.4106,                0.15074,                0.87615,                0.87488,                 0.7792,                0.84258,                0.52372,                      0,                    inf,                      0,               0.005314,               0.005314,               0.005314
                    144,                 1.4137,                0.15108,                0.87549,                0.87578,                0.77838,                 0.8424,                0.52365,                      0,                    inf,                      0,               0.005281,               0.005281,               0.005281
                    145,                 1.4132,                0.15106,                0.87687,                0.87772,                0.77711,                0.84232,                0.52362,                      0,                    inf,                      0,               0.005248,               0.005248,               0.005248
                    146,                 1.4126,                0.15107,                0.87644,                0.87881,                0.77618,                0.84229,                 0.5236,                      0,                    inf,                      0,               0.005215,               0.005215,               0.005215
                    147,                 1.4116,                0.15106,                0.87577,                0.87991,                0.77479,                0.84219,                0.52365,                      0,                    inf,                      0,               0.005182,               0.005182,               0.005182
                    148,                 1.4136,                0.15082,                 0.8755,                0.88113,                 0.7734,                0.84199,                0.52367,                      0,                    inf,                      0,               0.005149,               0.005149,               0.005149
                    149,                 1.4106,                0.15047,                0.87491,                0.88266,                0.77163,                0.84187,                 0.5237,                      0,                    inf,                      0,               0.005116,               0.005116,               0.005116
                    150,                 1.4095,                0.15048,                 0.8754,                0.88369,                0.77034,                0.84178,                0.52373,                      0,                    inf,                      0,               0.005083,               0.005083,               0.005083
                    151,                 1.4084,                0.15043,                0.87454,                0.88466,                0.76877,                0.84173,                0.52376,                      0,                    inf,                      0,                0.00505,                0.00505,                0.00505
                    152,                 1.4082,                0.15042,                 0.8747,                0.88542,                0.76716,                0.84177,                 0.5238,                      0,                    inf,                      0,               0.005017,               0.005017,               0.005017
                    153,                 1.4066,                0.14999,                0.87364,                0.88642,                0.76579,                0.84172,                0.52391,                      0,                    inf,                      0,               0.004984,               0.004984,               0.004984
                    154,                   1.41,                0.15023,                 0.8748,                0.88794,                 0.7645,                0.84193,                0.52392,                      0,                    inf,                      0,               0.004951,               0.004951,               0.004951
                    155,                 1.4088,                0.15009,                0.87526,                0.88889,                 0.7629,                  0.842,                 0.5241,                      0,                    inf,                      0,               0.004918,               0.004918,               0.004918
                    156,                   1.41,                0.15036,                 0.8747,                0.88944,                0.76182,                0.84231,                0.52421,                      0,                    inf,                      0,               0.004885,               0.004885,               0.004885
                    157,                  1.409,                0.15029,                 0.8756,                0.89025,                0.76042,                0.84242,                0.52424,                      0,                    inf,                      0,               0.004852,               0.004852,               0.004852
                    158,                 1.4065,                0.14987,                0.87449,                0.89093,                0.75945,                0.84269,                0.52446,                      0,                    inf,                      0,               0.004819,               0.004819,               0.004819
                    159,                 1.4036,                0.14962,                0.87421,                0.89121,                0.75847,                 0.8429,                0.52462,                      0,                    inf,                      0,               0.004786,               0.004786,               0.004786
                    160,                 1.4042,                0.14958,                0.87378,                0.89139,                0.75777,                0.84353,                0.52489,                      0,                    inf,                      0,               0.004753,               0.004753,               0.004753
                    161,                  1.412,                 0.1503,                0.87458,                0.89123,                0.75714,                0.84409,                0.52509,                      0,                    inf,                      0,                0.00472,                0.00472,                0.00472
                    162,                 1.4061,                0.14967,                0.87375,                0.89079,                0.75682,                0.84457,                0.52521,                      0,                    inf,                      0,               0.004687,               0.004687,               0.004687
                    163,                 1.4044,                0.14944,                0.87409,                0.89027,                0.75662,                0.84508,                0.52548,                      0,                    inf,                      0,               0.004654,               0.004654,               0.004654
                    164,                 1.4049,                0.14957,                0.87351,                0.88957,                0.75698,                0.84571,                0.52575,                      0,                    inf,                      0,               0.004621,               0.004621,               0.004621
                    165,                 1.4022,                 0.1492,                0.87285,                0.88859,                0.75769,                0.84626,                0.52604,                      0,                    inf,                      0,               0.004588,               0.004588,               0.004588
                    166,                 1.3948,                0.14872,                0.87326,                0.88793,                0.75794,                0.84683,                0.52623,                      0,                    inf,                      0,               0.004555,               0.004555,               0.004555
                    167,                 1.4049,                0.14963,                0.87333,                0.88657,                0.75919,                 0.8474,                0.52652,                      0,                    inf,                      0,               0.004522,               0.004522,               0.004522
                    168,                 1.3989,                0.14882,                0.87261,                0.88485,                0.76065,                0.84806,                0.52676,                      0,                    inf,                      0,               0.004489,               0.004489,               0.004489
                    169,                 1.3976,                0.14875,                0.87247,                0.88312,                0.76253,                0.84858,                0.52712,                      0,                    inf,                      0,               0.004456,               0.004456,               0.004456
                    170,                  1.391,                0.14798,                0.87292,                0.88217,                 0.7639,                0.84914,                0.52736,                      0,                    inf,                      0,               0.004423,               0.004423,               0.004423
                    171,                 1.4007,                0.14889,                0.87244,                0.88132,                0.76556,                0.84983,                0.52762,                      0,                    inf,                      0,                0.00439,                0.00439,                0.00439
                    172,                 1.3987,                0.14884,                0.87286,                0.87873,                0.76874,                0.85045,                0.52787,                      0,                    inf,                      0,               0.004357,               0.004357,               0.004357
                    173,                 1.3951,                0.14832,                0.87266,                0.87695,                0.77108,                0.85086,                0.52819,                      0,                    inf,                      0,               0.004324,               0.004324,               0.004324
